Age group,Term,Freq
35 - 44,"""godsend"" (1.72%)",0.407326651
45 - 54,"""godsend"" (1.72%)",-0.817037591
55 - 65,"""godsend"" (1.72%)",-0.994248205
16 - 24,"""goes on easy"" (2.57%)",0.12409123
25 - 34,"""goes on easy"" (2.57%)",-0.572728752
35 - 44,"""goes on easy"" (2.57%)",0.343637251
45 - 54,"""goes on easy"" (2.57%)",0.076363834
55 - 65,"""goes on easy"" (2.57%)",-0.066818354
16 - 24,"""goes on light"" (1.67%)",-0.718184846
25 - 34,"""goes on light"" (1.67%)",0.051298918
35 - 44,"""goes on light"" (1.67%)",0.410391341
45 - 54,"""goes on light"" (1.67%)",0.359092423
55 - 65,"""goes on light"" (1.67%)",-0.55402831
16 - 24,"""goes on smooth"" (7.90%)",0.434599131
25 - 34,"""goes on smooth"" (7.90%)",0.601548797
35 - 44,"""goes on smooth"" (7.90%)",0.243799512
45 - 54,"""goes on smooth"" (7.90%)",-0.21994956
55 - 65,"""goes on smooth"" (7.90%)",-1.388597223
16 - 24,"""gold"" (3.48%)",1.044156541
25 - 34,"""gold"" (3.48%)",0.661515324
35 - 44,"""gold"" (3.48%)",0.239961441
45 - 54,"""gold"" (3.48%)",-0.946874875
55 - 65,"""gold"" (3.48%)",-1.083069207
16 - 24,"""good value"" (6.86%)",-0.749463553
25 - 34,"""good value"" (6.86%)",-0.487625653
35 - 44,"""good value"" (6.86%)",-0.440191251
45 - 54,"""good value"" (6.86%)",0.540752184
55 - 65,"""good value"" (6.86%)",1.459082208
16 - 24,"""gorgeous"" (2.24%)",-0.512545318
25 - 34,"""gorgeous"" (2.24%)",-0.189831599
35 - 44,"""gorgeous"" (2.24%)",-0.189831599
45 - 54,"""gorgeous"" (2.24%)",0.721360077
55 - 65,"""gorgeous"" (2.24%)",0.0949158
16 - 24,"""grapefruit"" (1.99%)",0.086327698
25 - 34,"""grapefruit"" (1.99%)",0.024665057
35 - 44,"""grapefruit"" (1.99%)",-0.110992755
45 - 54,"""grapefruit"" (1.99%)",0.123325283
55 - 65,"""grapefruit"" (1.99%)",-0.110992755
16 - 24,"""greasy"" (32.99%)",0.916210729
25 - 34,"""greasy"" (32.99%)",0.80707342
35 - 44,"""greasy"" (32.99%)",0.252945312
45 - 54,"""greasy"" (32.99%)",-0.706980638
55 - 65,"""greasy"" (32.99%)",-1.488427894
16 - 24,"""happy"" (38.56%)",0.090647133
25 - 34,"""happy"" (38.56%)",0.293040302
35 - 44,"""happy"" (38.56%)",0.604835183
45 - 54,"""happy"" (38.56%)",-0.368058619
55 - 65,"""happy"" (38.56%)",-1.015873046
16 - 24,"""harmful"" (2.45%)",0.892630447
25 - 34,"""harmful"" (2.45%)",0.044262667
35 - 44,"""harmful"" (2.45%)",0.118033778
45 - 54,"""harmful"" (2.45%)",-0.309838668
55 - 65,"""harmful"" (2.45%)",-0.730334002
16 - 24,"""healing"" (11.41%)",0.059211808
25 - 34,"""healing"" (11.41%)",0.734226416
35 - 44,"""healing"" (11.41%)",0.465799554
45 - 54,"""healing"" (11.41%)",-0.781595862
55 - 65,"""healing"" (11.41%)",-0.825017855
16 - 24,"""healthy"" (17.74%)",0.960933297
25 - 34,"""healthy"" (17.74%)",0.933842308
35 - 44,"""healthy"" (17.74%)",0.074898615
45 - 54,"""healthy"" (17.74%)",-0.914719257
55 - 65,"""healthy"" (17.74%)",-1.142602278
16 - 24,"""heavenly"" (2.08%)",-0.257550555
25 - 34,"""heavenly"" (2.08%)",0.044791401
35 - 44,"""heavenly"" (2.08%)",0.783849515
45 - 54,"""heavenly"" (2.08%)",-0.627079612
55 - 65,"""heavenly"" (2.08%)",-0.302341956
16 - 24,"""herbal"" (1.43%)",0.03354438
25 - 34,"""herbal"" (1.43%)",-0.436264859
35 - 44,"""herbal"" (1.43%)",0.291939461
45 - 54,"""herbal"" (1.43%)",0.503353618
55 - 65,"""herbal"" (1.43%)",-0.436264859
16 - 24,"""holy grail"" (5.24%)",1.26394641
25 - 34,"""holy grail"" (5.24%)",0.689743609
35 - 44,"""holy grail"" (5.24%)",-0.171560593
45 - 54,"""holy grail"" (5.24%)",-0.787778233
55 - 65,"""holy grail"" (5.24%)",-0.864805438
16 - 24,"""honey"" (6.04%)",-0.008459099
25 - 34,"""honey"" (6.04%)",0.307347252
35 - 44,"""honey"" (6.04%)",0.795155277
45 - 54,"""honey"" (6.04%)",-0.45397163
55 - 65,"""honey"" (6.04%)",-1.192732915
16 - 24,"""hyaluronic acid"" (11.59%)",1.404311075
25 - 34,"""hyaluronic acid"" (11.59%)",0.811604242
35 - 44,"""hyaluronic acid"" (11.59%)",-0.373809423
45 - 54,"""hyaluronic acid"" (11.59%)",-0.636486314
55 - 65,"""hyaluronic acid"" (11.59%)",-0.979986865
16 - 24,"""hydrate"" (5.29%)",1.342888105
25 - 34,"""hydrate"" (5.29%)",0.494039102
35 - 44,"""hydrate"" (5.29%)",-0.15719426
45 - 54,"""hydrate"" (5.29%)",-0.727584859
55 - 65,"""hydrate"" (5.29%)",-0.741058653
16 - 24,"""hype"" (4.44%)",0.868173652
25 - 34,"""hype"" (4.44%)",0.900846854
35 - 44,"""hype"" (4.44%)",-0.065346404
45 - 54,"""hype"" (4.44%)",-0.639461238
55 - 65,"""hype"" (4.44%)",-1.148229669
16 - 24,"""hypoallergenic"" (2.09%)",0.594860605
25 - 34,"""hypoallergenic"" (2.09%)",0.67786634
35 - 44,"""hypoallergenic"" (2.09%)",-0.660601147
45 - 54,"""hypoallergenic"" (2.09%)",-0.691728298
55 - 65,"""hypoallergenic"" (2.09%)",-0.525716827
16 - 24,"""immediate"" (5.59%)",-0.150965882
25 - 34,"""immediate"" (5.59%)",0.436722731
35 - 44,"""immediate"" (5.59%)",0.458289286
45 - 54,"""immediate"" (5.59%)",-0.048524748
55 - 65,"""immediate"" (5.59%)",-1.164593951
16 - 24,"""inexpensive"" (6.27%)",1.105221114
25 - 34,"""inexpensive"" (6.27%)",0.642481478
35 - 44,"""inexpensive"" (6.27%)",-0.095607363
45 - 54,"""inexpensive"" (6.27%)",-0.688373012
55 - 65,"""inexpensive"" (6.27%)",-0.914006389
16 - 24,"""inflammation"" (2.76%)",0.348742916
25 - 34,"""inflammation"" (2.76%)",0.464990555
35 - 44,"""inflammation"" (2.76%)",0
45 - 54,"""inflammation"" (2.76%)",0
55 - 65,"""inflammation"" (2.76%)",0
16 - 24,"""instant"" (3.62%)",-0.557138942
25 - 34,"""instant"" (3.62%)",-0.86103291
35 - 44,"""instant"" (3.62%)",0.101297989
45 - 54,"""instant"" (3.62%)",0.838522246
55 - 65,"""instant"" (3.62%)",0.410819624
16 - 24,"""intense"" (4.34%)",0.625066718
25 - 34,"""intense"" (4.34%)",0.783362835
35 - 44,"""intense"" (4.34%)",0.016235499
45 - 54,"""intense"" (4.34%)",-0.556065847
55 - 65,"""intense"" (4.34%)",-0.933541202
16 - 24,"""itchy"" (30.00%)",0.875127008
25 - 34,"""itchy"" (30.00%)",0.864508682
35 - 44,"""itchy"" (30.00%)",0.15042628
45 - 54,"""itchy"" (30.00%)",-0.726470449
55 - 65,"""itchy"" (30.00%)",-1.344103059
16 - 24,"""jelly"" (2.40%)",0.681740053
25 - 34,"""jelly"" (2.40%)",0.79853922
35 - 44,"""jelly"" (2.40%)",-0.511280012
45 - 54,"""jelly"" (2.40%)",-0.786592334
55 - 65,"""jelly"" (2.40%)",-0.286024475
16 - 24,"""keratosis"" (13.05%)",0.191508593
25 - 34,"""keratosis"" (13.05%)",0.486302719
35 - 44,"""keratosis"" (13.05%)",-0.079615932
45 - 54,"""keratosis"" (13.05%)",-0.030124947
55 - 65,"""keratosis"" (13.05%)",-0.68641844
16 - 24,"""korean"" (1.90%)",-0.338851302
25 - 34,"""korean"" (1.90%)",0.09492183
35 - 44,"""korean"" (1.90%)",0.99313892
45 - 54,"""korean"" (1.90%)",-0.430863785
55 - 65,"""korean"" (1.90%)",-0.584217922
16 - 24,"""large pores"" (2.28%)",0.904078808
25 - 34,"""large pores"" (2.28%)",0.642371784
35 - 44,"""large pores"" (2.28%)",-0.475830951
45 - 54,"""large pores"" (2.28%)",-0.198262896
55 - 65,"""large pores"" (2.28%)",-0.682024364
16 - 24,"""last all day"" (2.27%)",-1.084048387
25 - 34,"""last all day"" (2.27%)",-0.441905075
35 - 44,"""last all day"" (2.27%)",0.731905281
45 - 54,"""last all day"" (2.27%)",0.027619067
55 - 65,"""last all day"" (2.27%)",0.379762174
16 - 24,"""last longer"" (2.71%)",0.501343649
25 - 34,"""last longer"" (2.71%)",0.611012572
35 - 44,"""last longer"" (2.71%)",-0.245449495
45 - 54,"""last longer"" (2.71%)",-0.558789276
55 - 65,"""last longer"" (2.71%)",-1.023576617
16 - 24,"""lathers"" (6.83%)",0.984484323
25 - 34,"""lathers"" (6.83%)",0.786997947
35 - 44,"""lathers"" (6.83%)",0.12379743
45 - 54,"""lathers"" (6.83%)",-0.763417484
55 - 65,"""lathers"" (6.83%)",-1.20849872
16 - 24,"""lavender"" (12.90%)",0.70771697
25 - 34,"""lavender"" (12.90%)",0.79168339
35 - 44,"""lavender"" (12.90%)",0.077968819
45 - 54,"""lavender"" (12.90%)",-0.647740955
55 - 65,"""lavender"" (12.90%)",-0.995601839
16 - 24,"""legit"" (2.14%)",0.129968167
25 - 34,"""legit"" (2.14%)",0.464219776
35 - 44,"""legit"" (2.14%)",-0.378372821
45 - 54,"""legit"" (2.14%)",0.004623814
55 - 65,"""legit"" (2.14%)",-0.51068075
16 - 24,"""lemon"" (4.21%)",0.332592153
25 - 34,"""lemon"" (4.21%)",0.018224228
35 - 44,"""lemon"" (4.21%)",-0.150349877
45 - 54,"""lemon"" (4.21%)",0.437381461
55 - 65,"""lemon"" (4.21%)",-0.68796459
16 - 24,"""life saver"" (2.89%)",0.706018086
25 - 34,"""life saver"" (2.89%)",-0.039223227
35 - 44,"""life saver"" (2.89%)",-0.480484531
45 - 54,"""life saver"" (2.89%)",0.117669681
55 - 65,"""life saver"" (2.89%)",0.039223227
16 - 24,"""light tint"" (1.62%)",-0.648638805
25 - 34,"""light tint"" (1.62%)",-0.320304341
35 - 44,"""light tint"" (1.62%)",0.599032158
45 - 54,"""light tint"" (1.62%)",-0.207732525
55 - 65,"""light tint"" (1.62%)",0.214411786
16 - 24,"""lightening"" (1.54%)",-0.327326835
25 - 34,"""lightening"" (1.54%)",-0.507356595
35 - 44,"""lightening"" (1.54%)",-0.283683257
45 - 54,"""lightening"" (1.54%)",0.943792375
55 - 65,"""lightening"" (1.54%)",0.240039679
16 - 24,"""lightweight"" (18.25%)",1.451387021
25 - 34,"""lightweight"" (18.25%)",0.509779585
35 - 44,"""lightweight"" (18.25%)",-0.132394213
45 - 54,"""lightweight"" (18.25%)",-0.702802922
55 - 65,"""lightweight"" (18.25%)",-0.96387936
16 - 24,"""like a charm"" (2.09%)",1.645448267
25 - 34,"""like a charm"" (2.09%)",1.039230485
35 - 44,"""like a charm"" (2.09%)",-0.584567148
45 - 54,"""like a charm"" (2.09%)",-0.866025404
55 - 65,"""like a charm"" (2.09%)",-0.866025404
16 - 24,"""liquid"" (13.94%)",1.274367036
25 - 34,"""liquid"" (13.94%)",0.827031925
35 - 44,"""liquid"" (13.94%)",0.027670213
45 - 54,"""liquid"" (13.94%)",-0.857776606
55 - 65,"""liquid"" (13.94%)",-1.265143632
16 - 24,"""local"" (11.01%)",-1.074786311
25 - 34,"""local"" (11.01%)",-0.722997324
35 - 44,"""local"" (11.01%)",-0.21211905
45 - 54,"""local"" (11.01%)",0.899265266
55 - 65,"""local"" (11.01%)",1.222672127
16 - 24,"""long lasting"" (6.53%)",0.529701748
25 - 34,"""long lasting"" (6.53%)",0.444265982
35 - 44,"""long lasting"" (6.53%)",-0.187958685
45 - 54,"""long lasting"" (6.53%)",-0.307568757
55 - 65,"""long lasting"" (6.53%)",-0.393004523
16 - 24,"""look younger"" (2.18%)",-0.322965249
25 - 34,"""look younger"" (2.18%)",-0.004398279
35 - 44,"""look younger"" (2.18%)",0.170299736
45 - 54,"""look younger"" (2.18%)",0.44776129
55 - 65,"""look younger"" (2.18%)",-0.322965249
16 - 24,"""lotion"" (29.03%)",0.298945845
25 - 34,"""lotion"" (29.03%)",0.71350865
35 - 44,"""lotion"" (29.03%)",0.666524865
45 - 54,"""lotion"" (29.03%)",-0.70061114
55 - 65,"""lotion"" (29.03%)",-1.479067963
16 - 24,"""love"" (30.71%)",1.152667487
25 - 34,"""love"" (30.71%)",0.955215515
35 - 44,"""love"" (30.71%)",-0.076937381
45 - 54,"""love"" (30.71%)",-0.776881787
55 - 65,"""love"" (30.71%)",-1.246788066
16 - 24,"""luminous"" (1.86%)",0.904053888
25 - 34,"""luminous"" (1.86%)",0.158820278
35 - 44,"""luminous"" (1.86%)",-0.1099525
45 - 54,"""luminous"" (1.86%)",0.036650833
55 - 65,"""luminous"" (1.86%)",-1.001789444
16 - 24,"""luxurious"" (2.91%)",1.466918834
25 - 34,"""luxurious"" (2.91%)",0.583848292
35 - 44,"""luxurious"" (2.91%)",-0.525463463
45 - 54,"""luxurious"" (2.91%)",-0.613040707
55 - 65,"""luxurious"" (2.91%)",-0.488972945
16 - 24,"""magic"" (7.41%)",0.776344917
25 - 34,"""magic"" (7.41%)",1.026697187
35 - 44,"""magic"" (7.41%)",-0.166901513
45 - 54,"""magic"" (7.41%)",-0.733355134
55 - 65,"""magic"" (7.41%)",-0.912900701
16 - 24,"""matte"" (7.69%)",1.614479933
25 - 34,"""matte"" (7.69%)",0.61443935
35 - 44,"""matte"" (7.69%)",-0.454072481
45 - 54,"""matte"" (7.69%)",-0.700929346
55 - 65,"""matte"" (7.69%)",-0.706334971
16 - 24,"""medicated"" (2.42%)",-0.116924607
25 - 34,"""medicated"" (2.42%)",0.432371171
35 - 44,"""medicated"" (2.42%)",-0.030760564
45 - 54,"""medicated"" (2.42%)",-0.116924607
55 - 65,"""medicated"" (2.42%)",-0.332334716
16 - 24,"""menthol"" (1.93%)",0.701707373
25 - 34,"""menthol"" (1.93%)",0.817161201
35 - 44,"""menthol"" (1.93%)",-0.137956828
45 - 54,"""menthol"" (1.93%)",-0.484318311
55 - 65,"""menthol"" (1.93%)",-1.06158745
16 - 24,"""micellar"" (4.00%)",0.916515139
25 - 34,"""micellar"" (4.00%)",0.687386354
35 - 44,"""micellar"" (4.00%)",-0.589188304
45 - 54,"""micellar"" (4.00%)",-1.070826361
55 - 65,"""micellar"" (4.00%)",-1.028741483
16 - 24,"""mild"" (26.38%)",-0.160654825
25 - 34,"""mild"" (26.38%)",0.316584508
35 - 44,"""mild"" (26.38%)",0.047251419
45 - 54,"""mild"" (26.38%)",-0.077177318
55 - 65,"""mild"" (26.38%)",-0.19845596
16 - 24,"""milk"" (2.59%)",-0.272901223
25 - 34,"""milk"" (2.59%)",0.434096764
35 - 44,"""milk"" (2.59%)",-0.105454331
45 - 54,"""milk"" (2.59%)",-0.533374166
55 - 65,"""milk"" (2.59%)",-0.198480382
16 - 24,"""mineral"" (15.19%)",1.377447165
25 - 34,"""mineral"" (15.19%)",0.869445443
35 - 44,"""mineral"" (15.19%)",-0.174285191
45 - 54,"""mineral"" (15.19%)",-0.817952091
55 - 65,"""mineral"" (15.19%)",-1.145727081
16 - 24,"""mint"" (2.69%)",0.910796452
25 - 34,"""mint"" (2.69%)",0.618164085
35 - 44,"""mint"" (2.69%)",-0.452745856
45 - 54,"""mint"" (2.69%)",-0.378031209
55 - 65,"""mint"" (2.69%)",-0.907259959
16 - 24,"""miracle"" (11.16%)",-0.641599201
25 - 34,"""miracle"" (11.16%)",0.371685054
35 - 44,"""miracle"" (11.16%)",0.805317618
45 - 54,"""miracle"" (11.16%)",-0.247790036
55 - 65,"""miracle"" (11.16%)",-0.942487102
16 - 24,"""moisturize"" (32.79%)",1.26443521
25 - 34,"""moisturize"" (32.79%)",0.957649594
35 - 44,"""moisturize"" (32.79%)",-0.112581877
45 - 54,"""moisturize"" (32.79%)",-0.870398639
55 - 65,"""moisturize"" (32.79%)",-1.198293357
16 - 24,"""natural ingredients"" (2.74%)",1.178511302
25 - 34,"""natural ingredients"" (2.74%)",0.164991582
35 - 44,"""natural ingredients"" (2.74%)",-0.771924903
45 - 54,"""natural ingredients"" (2.74%)",-0.153206469
55 - 65,"""natural ingredients"" (2.74%)",-0.023570226
16 - 24,"""natural look"" (1.77%)",0.113714707
25 - 34,"""natural look"" (1.77%)",0.274810541
35 - 44,"""natural look"" (1.77%)",0
45 - 54,"""natural look"" (1.77%)",0
55 - 65,"""natural look"" (1.77%)",0
16 - 24,"""natural"" (30.00%)",1.289952364
25 - 34,"""natural"" (30.00%)",0.91657049
35 - 44,"""natural"" (30.00%)",-0.220459323
45 - 54,"""natural"" (30.00%)",-0.739045259
55 - 65,"""natural"" (30.00%)",-1.154878818
16 - 24,"""neutral"" (5.13%)",1.287495812
25 - 34,"""neutral"" (5.13%)",0.901247069
35 - 44,"""neutral"" (5.13%)",-0.165535176
45 - 54,"""neutral"" (5.13%)",-0.96010402
55 - 65,"""neutral"" (5.13%)",-0.934354104
16 - 24,"""new"" (27.32%)",1.039329471
25 - 34,"""new"" (27.32%)",0.825850554
35 - 44,"""new"" (27.32%)",0.099378117
45 - 54,"""new"" (27.32%)",-0.691506063
55 - 65,"""new"" (27.32%)",-1.380711706
16 - 24,"""niacinamide"" (5.32%)",1.253533588
25 - 34,"""niacinamide"" (5.32%)",0.819959971
35 - 44,"""niacinamide"" (5.32%)",-0.586573487
45 - 54,"""niacinamide"" (5.32%)",-0.875622565
55 - 65,"""niacinamide"" (5.32%)",-0.852395407
16 - 24,"""nighttime"" (5.94%)",0.363696484
25 - 34,"""nighttime"" (5.94%)",0.44370971
35 - 44,"""nighttime"" (5.94%)",0.461894534
45 - 54,"""nighttime"" (5.94%)",-0.880145491
55 - 65,"""nighttime"" (5.94%)",-0.581914374
16 - 24,"""non-greasy"" (7.00%)",-0.34966291
25 - 34,"""non-greasy"" (7.00%)",-0.310811476
35 - 44,"""non-greasy"" (7.00%)",0.033995005
45 - 54,"""non-greasy"" (7.00%)",0.505068648
55 - 65,"""non-greasy"" (7.00%)",0.019425717
16 - 24,"""non-irritating"" (2.54%)",1.240967365
25 - 34,"""non-irritating"" (2.54%)",0.564076075
35 - 44,"""non-irritating"" (2.54%)",-0.493566565
45 - 54,"""non-irritating"" (2.54%)",-1.325578776
55 - 65,"""non-irritating"" (2.54%)",-1.635820617
16 - 24,"""nourishing"" (4.00%)",0.202072594
25 - 34,"""nourishing"" (4.00%)",0.08660254
35 - 44,"""nourishing"" (4.00%)",-0.137120689
45 - 54,"""nourishing"" (4.00%)",-0.216506351
55 - 65,"""nourishing"" (4.00%)",0.404145188
16 - 24,"""oatmeal"" (5.67%)",0.112545426
25 - 34,"""oatmeal"" (5.67%)",0.173933839
35 - 44,"""oatmeal"" (5.67%)",0.436539832
45 - 54,"""oatmeal"" (5.67%)",-0.351278146
55 - 65,"""oatmeal"" (5.67%)",-0.583189932
16 - 24,"""obsessed"" (4.55%)",1.153973496
25 - 34,"""obsessed"" (4.55%)",0.814702574
35 - 44,"""obsessed"" (4.55%)",-0.542381114
45 - 54,"""obsessed"" (4.55%)",-0.843955267
55 - 65,"""obsessed"" (4.55%)",-0.892422541
16 - 24,"""odorless"" (1.89%)",1.56006752
25 - 34,"""odorless"" (1.89%)",0.656183155
35 - 44,"""odorless"" (1.89%)",-0.856439659
45 - 54,"""odorless"" (1.89%)",-1.225372052
55 - 65,"""odorless"" (1.89%)",-0.579740363
16 - 24,"""oil free"" (2.56%)",1.154693322
25 - 34,"""oil free"" (2.56%)",0.239051879
35 - 44,"""oil free"" (2.56%)",-0.168250694
45 - 54,"""oil free"" (2.56%)",-0.613441878
55 - 65,"""oil free"" (2.56%)",-0.929180306
16 - 24,"""olive"" (3.86%)",1.506859466
25 - 34,"""olive"" (3.86%)",0.445086604
35 - 44,"""olive"" (3.86%)",-0.144787208
45 - 54,"""olive"" (3.86%)",-0.681036129
55 - 65,"""olive"" (3.86%)",-0.93843561
16 - 24,"""organic"" (1.76%)",0.757450555
25 - 34,"""organic"" (1.76%)",0.977355555
35 - 44,"""organic"" (1.76%)",-0.097735555
45 - 54,"""organic"" (1.76%)",-0.684148888
55 - 65,"""organic"" (1.76%)",-1.001789444
16 - 24,"""over the counter"" (2.52%)",-0.753726136
25 - 34,"""over the counter"" (2.52%)",0.52427566
35 - 44,"""over the counter"" (2.52%)",1.433623092
45 - 54,"""over the counter"" (2.52%)",-0.655418306
55 - 65,"""over the counter"" (2.52%)",-2.621574915
16 - 24,"""parabens"" (3.41%)",0.422137419
25 - 34,"""parabens"" (3.41%)",0.902342743
35 - 44,"""parabens"" (3.41%)",-0.119632691
45 - 54,"""parabens"" (3.41%)",-0.919974898
55 - 65,"""parabens"" (3.41%)",-1.055417425
16 - 24,"""paste"" (4.05%)",-0.833869829
25 - 34,"""paste"" (4.05%)",-0.228457487
35 - 44,"""paste"" (4.05%)",0.494991222
45 - 54,"""paste"" (4.05%)",0.578758968
55 - 65,"""paste"" (4.05%)",-0.514029346
16 - 24,"""peppermint"" (7.25%)",0.836479822
25 - 34,"""peppermint"" (7.25%)",0.531660904
35 - 44,"""peppermint"" (7.25%)",0.297730106
45 - 54,"""peppermint"" (7.25%)",-0.928634379
55 - 65,"""peppermint"" (7.25%)",-0.808124574
16 - 24,"""peroxide"" (5.37%)",1.264105131
25 - 34,"""peroxide"" (5.37%)",0.894467247
35 - 44,"""peroxide"" (5.37%)",-0.20033809
45 - 54,"""peroxide"" (5.37%)",-0.826747329
55 - 65,"""peroxide"" (5.37%)",-1.027085419
16 - 24,"""petroleum"" (2.30%)",0.730683451
25 - 34,"""petroleum"" (2.30%)",0.974244601
35 - 44,"""petroleum"" (2.30%)",-0.404920412
45 - 54,"""petroleum"" (2.30%)",-0.83419694
55 - 65,"""petroleum"" (2.30%)",-0.913354313
16 - 24,"""plastic"" (22.16%)",-0.950824498
25 - 34,"""plastic"" (22.16%)",-0.076819662
35 - 44,"""plastic"" (22.16%)",0.558029622
45 - 54,"""plastic"" (22.16%)",0.459468546
55 - 65,"""plastic"" (22.16%)",-0.550782484
16 - 24,"""powder"" (14.66%)",1.470500163
25 - 34,"""powder"" (14.66%)",0.831435791
35 - 44,"""powder"" (14.66%)",-0.316271654
45 - 54,"""powder"" (14.66%)",-0.757530387
55 - 65,"""powder"" (14.66%)",-1.033588806
16 - 24,"""prevents"" (2.99%)",0.695503552
25 - 34,"""prevents"" (2.99%)",0.718947492
35 - 44,"""prevents"" (2.99%)",-0.031258587
45 - 54,"""prevents"" (2.99%)",-0.500137386
55 - 65,"""prevents"" (2.99%)",-0.961201538
16 - 24,"""protective"" (6.11%)",0.591504316
25 - 34,"""protective"" (6.11%)",0.871690571
35 - 44,"""protective"" (6.11%)",0.418549838
45 - 54,"""protective"" (6.11%)",-0.940872362
55 - 65,"""protective"" (6.11%)",-1.234894975
16 - 24,"""psoriasis"" (22.28%)",-0.380391886
25 - 34,"""psoriasis"" (22.28%)",0.029640926
35 - 44,"""psoriasis"" (22.28%)",0.098803087
45 - 54,"""psoriasis"" (22.28%)",-0.049401544
55 - 65,"""psoriasis"" (22.28%)",0.27170849
16 - 24,"""puffiness"" (15.14%)",-0.353451738
25 - 34,"""puffiness"" (15.14%)",-0.03625146
35 - 44,"""puffiness"" (15.14%)",0.892692211
45 - 54,"""puffiness"" (15.14%)",-0.181257302
55 - 65,"""puffiness"" (15.14%)",-0.897223644
16 - 24,"""pure"" (3.18%)",1.250828297
25 - 34,"""pure"" (3.18%)",0.540898723
35 - 44,"""pure"" (3.18%)",-0.160579308
45 - 54,"""pure"" (3.18%)",-0.608511063
55 - 65,"""pure"" (3.18%)",-0.878960425
16 - 24,"""reduce"" (15.70%)",1.1896906
25 - 34,"""reduce"" (15.70%)",0.560587194
35 - 44,"""reduce"" (15.70%)",-0.479613488
45 - 54,"""reduce"" (15.70%)",-0.286522344
55 - 65,"""reduce"" (15.70%)",-0.703848366
16 - 24,"""refreshing"" (11.51%)",0.913841164
25 - 34,"""refreshing"" (11.51%)",0.123401909
35 - 44,"""refreshing"" (11.51%)",0.3768761
45 - 54,"""refreshing"" (11.51%)",-0.603668798
55 - 65,"""refreshing"" (11.51%)",-0.913841164
16 - 24,"""renewing"" (2.53%)",0.289723441
25 - 34,"""renewing"" (2.53%)",0.167500184
35 - 44,"""renewing"" (2.53%)",0.473058327
45 - 54,"""renewing"" (2.53%)",-0.559049178
55 - 65,"""renewing"" (2.53%)",-0.796705512
16 - 24,"""repair"" (6.79%)",0.055576758
25 - 34,"""repair"" (6.79%)",0.632516438
35 - 44,"""repair"" (6.79%)",0.179962836
45 - 54,"""repair"" (6.79%)",-0.431381504
55 - 65,"""repair"" (6.79%)",-0.61134434
16 - 24,"""retinol"" (3.57%)",1.206468606
25 - 34,"""retinol"" (3.57%)",1.089073896
35 - 44,"""retinol"" (3.57%)",0.294279982
45 - 54,"""retinol"" (3.57%)",-0.782895801
55 - 65,"""retinol"" (3.57%)",-1.26199313
16 - 24,"""salicylic acid"" (11.78%)",1.27899823
25 - 34,"""salicylic acid"" (11.78%)",0.758351493
35 - 44,"""salicylic acid"" (11.78%)",-0.465436713
45 - 54,"""salicylic acid"" (11.78%)",-0.932408528
55 - 65,"""salicylic acid"" (11.78%)",-1.050493355
16 - 24,"""scentless"" (2.13%)",1.39602666
25 - 34,"""scentless"" (2.13%)",-0.212848183
35 - 44,"""scentless"" (2.13%)",-1.240740444
45 - 54,"""scentless"" (2.13%)",0.829941067
55 - 65,"""scentless"" (2.13%)",0.97891096
16 - 24,"""secret"" (1.96%)",-0.455149564
25 - 34,"""secret"" (1.96%)",0.465263998
35 - 44,"""secret"" (1.96%)",0.445035129
45 - 54,"""secret"" (1.96%)",-0.586637215
55 - 65,"""secret"" (1.96%)",-0.171945391
16 - 24,"""sensitive"" (23.56%)",1.439182896
25 - 34,"""sensitive"" (23.56%)",0.827411218
35 - 44,"""sensitive"" (23.56%)",-0.150410498
45 - 54,"""sensitive"" (23.56%)",-0.841531388
55 - 65,"""sensitive"" (23.56%)",-1.154016871
16 - 24,"""serum"" (31.07%)",1.216109806
25 - 34,"""serum"" (31.07%)",0.955569583
35 - 44,"""serum"" (31.07%)",-0.018774222
45 - 54,"""serum"" (31.07%)",-0.992351732
55 - 65,"""serum"" (31.07%)",-1.127219613
16 - 24,"""sheer"" (20.42%)",0.820435654
25 - 34,"""sheer"" (20.42%)",0.815412578
35 - 44,"""sheer"" (20.42%)",-0.04353332
45 - 54,"""sheer"" (20.42%)",-0.480540883
55 - 65,"""sheer"" (20.42%)",-1.215584255
16 - 24,"""shimmer"" (3.58%)",0.697983879
25 - 34,"""shimmer"" (3.58%)",0.867860815
35 - 44,"""shimmer"" (3.58%)",-0.050283573
45 - 54,"""shimmer"" (3.58%)",-0.984606716
55 - 65,"""shimmer"" (3.58%)",-1.42143312
16 - 24,"""silicone"" (1.83%)",0.56824733
25 - 34,"""silicone"" (1.83%)",0.32089261
35 - 44,"""silicone"" (1.83%)",-0.3944305
45 - 54,"""silicone"" (1.83%)",0.133705254
55 - 65,"""silicone"" (1.83%)",-0.501394703
16 - 24,"""silky"" (14.54%)",0.645973534
25 - 34,"""silky"" (14.54%)",0.812676381
35 - 44,"""silky"" (14.54%)",0.475103115
45 - 54,"""silky"" (14.54%)",-0.896027805
55 - 65,"""silky"" (14.54%)",-1.37113092
16 - 24,"""smoothing"" (3.63%)",1.201399479
25 - 34,"""smoothing"" (3.63%)",0.648454112
35 - 44,"""smoothing"" (3.63%)",0.070374865
45 - 54,"""smoothing"" (3.63%)",-0.789203842
55 - 65,"""smoothing"" (3.63%)",-1.151131718
